sample, feature, aX, aY, aZ, gX, gY, gZ
50, PSD, 6.0452,899.1691,516.1165,1133229.5000,4128938.7500,167343.8594
51, Mean, 0.0214,0.9797,-0.0640,-0.4544,8.4729,6.2194
51, Std, 0.0996,0.0776,0.5483,18.6976,52.5622,9.6338
51, RMS, 0.1019,0.9828,0.5520,18.7031,53.2407,11.4670
51, Min, -0.1327,0.8528,-0.9187,-39.6118,-67.3218,-15.8081
51, Max, 0.3181,1.1722,0.9288,50.7202,84.6558,25.6348
51, PSD, 9.8829,719.1711,609.7299,281152.0937,6151395.5000,163071.0156
52, Mean, 0.0641,0.9623,0.1397,2.8000,4.6663,6.1474
52, Std, 0.0846,0.0848,0.5174,15.2515,54.5874,10.2868
52, RMS, 0.1062,0.9660,0.5360,15.5064,54.7864,11.9837
52, Min, -0.1163,0.8080,-0.8354,-35.6445,-89.2944,-16.5405
52, Max, 0.2389,1.1259,0.7828,26.9775,82.2144,26.7334
52, PSD, 15.1714,943.9124,509.4972,344387.8437,7595206.0000,111665.8984
53, Mean, 0.0963,0.9513,-0.1499,-1.3480,2.8949,2.7213
53, Std, 0.1012,0.0645,0.6335,26.0060,69.0761,15.0710
53, RMS, 0.1397,0.9535,0.6510,26.0409,69.1368,15.3147
53, Min, -0.1235,0.8243,-1.0966,-45.2271,-116.4551,-26.0010
53, Max, 0.2357,1.0747,0.8479,40.7104,92.6514,32.8369
53, PSD, 22.7670,687.5801,751.0403,833547.7500,10945913.0000,549549.3125
54, Mean, 0.0444,0.9659,0.1327,2.0547,5.0979,8.6622
54, Std, 0.0713,0.0859,0.5058,10.1044,59.7191,14.0987
54, RMS, 0.0840,0.9697,0.5229,10.3112,59.9363,16.5472
54, Min, -0.1028,0.7817,-0.8362,-25.7568,-87.2192,-18.5547
54, Max, 0.2374,1.1062,0.7769,24.6582,87.7686,32.3486
54, PSD, 9.2198,969.6293,481.0740,122177.5781,9054033.0000,259100.4844
55, Mean, 0.0368,0.9853,-0.0482,3.1776,23.3512,7.4525
55, Std, 0.0926,0.0719,0.6176,16.2081,78.6770,13.7323
55, RMS, 0.0996,0.9880,0.6195,16.5167,82.0692,15.6242
55, Min, -0.1080,0.8218,-0.9413,-32.8369,-121.5820,-20.0195
55, Max, 0.1981,1.1415,1.0249,36.2549,123.0469,41.5039
55, PSD, 7.4713,739.4415,637.6621,117541.4219,10901274.0000,302606.3437
56, Mean, 0.1019,0.9724,0.1220,5.6763,21.3695,6.7973
56, Std, 0.0790,0.0735,0.6569,18.1878,71.7771,12.1876
56, RMS, 0.1289,0.9752,0.6682,19.0530,74.8906,13.9550
56, Min, -0.0433,0.7876,-1.0681,-39.9780,-110.9009,-19.2261
56, Max, 0.2749,1.1309,1.0304,34.9731,118.1641,32.0435
56, PSD, 12.1411,821.5607,737.4995,445210.1562,9608598.0000,165360.9219
57, Mean, 0.0712,0.9827,0.0930,4.5586,23.3641,7.6513
57, Std, 0.0699,0.0851,0.5787,15.4000,73.5148,14.2123
57, RMS, 0.0998,0.9863,0.5861,16.0606,77.1382,16.1410
57, Min, -0.0532,0.8256,-1.0007,-35.4004,-113.7695,-28.0151
57, Max, 0.2577,1.1654,0.9008,29.6021,117.2485,34.7900
57, PSD, 4.8208,835.7836,640.3292,317477.4062,9722596.0000,204905.7500
58, Mean, 0.0848,0.9822,0.0547,3.3240,21.8024,4.3387
58, Std, 0.0814,0.1339,0.6479,20.9963,77.6003,19.0692
58, RMS, 0.1176,0.9913,0.6502,21.2578,80.6049,19.5565
58, Min, -0.0470,0.6509,-1.1394,-55.2368,-105.5908,-29.4800
58, Max, 0.2719,1.1729,0.9674,38.8184,115.6616,41.3818
58, PSD, 3.0926,740.2724,821.5295,372222.5937,11373178.0000,607866.3125
59, Mean, 0.0630,0.9908,-0.0152,1.6356,15.9240,6.3071
59, Std, 0.0608,0.1095,0.6365,21.6614,74.3992,20.2266
59, RMS, 0.0875,0.9969,0.6367,21.7230,76.0843,21.1872
59, Min, -0.0575,0.7198,-1.0248,-59.5703,-100.0977,-22.7051
59, Max, 0.2367,1.1309,0.9976,37.0483,114.2578,40.4663
59, PSD, 2.7806,652.6922,825.8972,389365.0312,10105153.0000,744921.2500
60, Mean, 0.0104,0.9770,-0.0261,2.2945,-2.5792,1.8430
60, Std, 0.0692,0.1197,0.6315,21.4330,70.2842,21.7709
60, RMS, 0.0699,0.9843,0.6320,21.5555,70.3315,21.8488
60, Min, -0.1176,0.6847,-0.9849,-46.1426,-113.2813,-36.2549
60, Max, 0.1884,1.1292,1.0388,31.6162,97.5952,40.0391
60, PSD, 7.4368,559.9390,936.3684,749522.8750,11291285.0000,1256215.3750
61, Mean, -0.0144,0.9761,0.1364,3.9167,8.7333,6.9928
61, Std, 0.0683,0.0851,0.3791,11.4364,50.5432,13.6663
61, RMS, 0.0698,0.9798,0.4029,12.0885,51.2921,15.3514
61, Min, -0.2009,0.7296,-0.5444,-27.5879,-59.7534,-14.1602
61, Max, 0.1132,1.0935,0.8322,27.2827,82.8857,30.9448
61, PSD, 2.0493,910.0677,248.6570,194626.8281,5070437.5000,126630.9297
62, Mean, -0.0041,0.9695,0.1327,2.2898,3.8562,4.2162
62, Std, 0.0598,0.0693,0.4322,10.9321,49.2272,11.5718
62, RMS, 0.0600,0.9720,0.4521,11.1693,49.3780,12.3159
62, Min, -0.1687,0.7853,-0.6682,-25.8179,-57.9224,-15.6860
62, Max, 0.1140,1.0673,0.7717,21.7896,73.6694,27.9541
62, PSD, 1.0381,950.7042,301.2258,218695.2969,5548450.0000,192648.5313
63, Mean, -0.0398,0.9373,0.1742,3.2616,0.0963,5.9085
63, Std, 0.0859,0.1238,0.4507,16.4142,54.3788,19.2366
63, RMS, 0.0947,0.9454,0.4832,16.7351,54.3789,20.1236
63, Min, -0.2411,0.7252,-0.6462,-33.8135,-75.6836,-23.4985
63, Max, 0.1202,1.1212,0.7804,33.5083,93.8721,44.7998
63, PSD, 3.3501,1001.7314,328.5459,560513.5000,7560311.0000,624461.0000
64, Mean, 0.0694,0.9858,-0.0606,-3.0289,8.2560,0.1855
64, Std, 0.0845,0.1253,0.6456,18.9692,77.1066,15.4960
64, RMS, 0.1093,0.9937,0.6485,19.2095,77.5474,15.4971
64, Min, -0.1047,0.7183,-0.9856,-41.2598,-105.3467,-22.9492
64, Max, 0.2385,1.2006,1.0204,42.2363,129.3945,34.9731
64, PSD, 7.7820,584.4179,938.6298,480179.3750,12611680.0000,429758.9062
65, Mean, 0.1316,0.9658,0.0429,5.3868,27.5183,6.6962
65, Std, 0.1051,0.0915,0.8317,23.8139,95.4868,18.3649
65, RMS, 0.1684,0.9701,0.8328,24.4156,99.3730,19.5476
65, Min, -0.1221,0.7661,-1.3484,-55.3589,-154.7852,-25.6348
65, Max, 0.3767,1.1184,1.2554,43.9453,145.8740,51.0864
65, PSD, 8.6164,780.0662,1087.9895,363459.1562,16115237.0000,319576.9062
66, Mean, 0.1940,0.9197,0.2155,11.2801,29.1839,9.7108
66, Std, 0.1535,0.1594,0.8958,31.8044,101.4904,23.6968
66, RMS, 0.2474,0.9335,0.9213,33.7455,105.6030,25.6093
66, Min, -0.1237,0.6086,-1.4617,-49.9878,-151.7944,-31.3110
66, Max, 0.5018,1.1731,1.4205,62.1338,150.0854,58.1055
66, PSD, 38.3614,840.3519,1229.7737,1176048.3750,17367276.0000,548242.3125
67, Mean, 0.1920,0.9273,0.0717,-2.5735,-27.6418,-0.3066
67, Std, 0.1315,0.1783,0.8340,31.5091,103.5886,23.8255
67, RMS, 0.2327,0.9443,0.8371,31.6140,107.2132,23.8275
67, Min, 0.0000,0.6492,-1.5457,-60.8521,-158.2642,-40.0391
67, Max, 0.6289,1.2773,1.3611,72.6318,167.2363,66.8335
67, PSD, 80.2943,774.9557,1484.0284,2145298.5000,19904236.0000,739580.4375
68, Mean, 0.0640,0.9780,0.0484,-0.5960,-0.2594,3.7522
68, Std, 0.0482,0.0552,0.3617,11.0769,51.1960,9.4921
68, RMS, 0.0801,0.9796,0.3649,11.0929,51.1967,10.2068
68, Min, -0.0214,0.8480,-0.5386,-26.6724,-79.8950,-14.5264
68, Max, 0.1682,1.0660,0.8201,25.4517,75.2563,22.2778
68, PSD, 3.7003,909.2501,236.9356,100338.3750,5990622.0000,96108.7266
69, Mean, 0.0839,0.9863,0.0319,0.1035,-4.9152,3.6125
69, Std, 0.0358,0.0351,0.2369,6.7921,34.1111,6.1863
69, RMS, 0.0912,0.9869,0.2390,6.7929,34.4634,7.1639
69, Min, -0.0098,0.8928,-0.4341,-19.2871,-47.3022,-5.8594
69, Max, 0.1823,1.0521,0.4401,12.0239,51.2695,15.8081
69, PSD, 4.5445,825.3646,87.8835,27931.8770,2685695.2500,42208.4102
70, Mean, 0.0745,0.9819,0.0201,4.4703,11.3082,7.2455
70, Std, 0.0432,0.0442,0.2925,15.1512,36.7242,9.5778
70, RMS, 0.0861,0.9829,0.2932,15.7969,38.4258,12.0097
70, Min, -0.0276,0.8606,-0.4506,-19.1040,-47.6685,-5.7373
70, Max, 0.1851,1.0475,0.6539,49.2554,58.3496,31.3721
70, PSD, 11.8962,899.2014,156.1906,542649.9375,3657947.7500,312975.5625
71, Mean, 0.0839,0.9632,0.1173,-1.0200,-3.1090,6.1779
71, Std, 0.0642,0.0610,0.2835,19.2904,36.0094,12.8798
71, RMS, 0.1056,0.9651,0.3068,19.3173,36.1433,14.2848
71, Min, -0.0516,0.8297,-0.5433,-34.4238,-49.0112,-18.8599
71, Max, 0.2174,1.0670,0.6233,41.0767,52.7344,34.6680
71, PSD, 3.7611,709.0311,249.0208,445622.0625,2764611.5000,331975.5625
72, Mean, 0.1028,0.9882,0.0283,3.0522,7.8473,6.1793
72, Std, 0.0459,0.0484,0.2660,14.6687,47.5024,11.5862
72, RMS, 0.1125,0.9894,0.2675,14.9829,48.1463,13.1310
72, Min, -0.0045,0.8575,-0.4159,-23.2544,-63.5986,-12.2681
72, Max, 0.2139,1.0824,0.4211,30.3345,75.2563,25.5127
72, PSD, 16.7348,889.9357,155.2418,571811.5625,5397450.5000,219328.4844
73, Mean, 0.0964,0.9516,0.1446,2.2569,-0.4821,6.1502
73, Std, 0.0842,0.0817,0.2826,32.4364,47.4930,20.0291
73, RMS, 0.1280,0.9551,0.3175,32.5148,47.4954,20.9521
73, Min, -0.1053,0.7809,-0.3696,-41.3208,-58.7769,-29.4800
73, Max, 0.2186,1.0814,0.5924,65.8569,74.2798,37.7808
73, PSD, 9.8260,613.3662,282.2035,1579758.0000,4047360.2500,950677.9375
74, Mean, 0.1322,0.9810,0.0117,-1.7223,-1.6170,1.0276
74, Std, 0.0510,0.0476,0.2411,21.4673,45.4447,13.7014
74, RMS, 0.1417,0.9822,0.2414,21.5363,45.4734,13.7399
74, Min, -0.0404,0.7898,-0.4657,-33.1421,-53.1006,-21.2402
74, Max, 0.2196,1.0371,0.4054,37.8418,65.3687,31.5552
74, PSD, 18.2489,877.5611,125.0600,1095732.5000,3764638.2500,158412.9219
75, Mean, 0.1434,0.9274,-0.0261,-1.9274,2.1286,2.8272
75, Std, 0.1276,0.0525,0.4455,39.0977,59.3194,12.6351
75, RMS, 0.1919,0.9289,0.4463,39.1452,59.3576,12.9475
75, Min, -0.0803,0.8531,-0.7786,-60.4248,-91.9800,-22.5830
75, Max, 0.3112,1.0769,0.6733,58.8379,89.9658,24.2310
75, PSD, 16.5167,852.5593,394.9249,2740400.0000,7862238.5000,238287.6875
76, Mean, 0.1378,0.9250,0.0423,6.1321,8.3203,6.5331
76, Std, 0.1430,0.0428,0.4639,42.2470,43.3075,19.5369
76, RMS, 0.1986,0.9260,0.4658,42.6897,44.0995,20.6003
76, Min, -0.2329,0.8345,-0.5687,-56.8848,-67.3828,-23.8037
76, Max, 0.2817,0.9916,0.9954,81.3599,73.7915,41.0767
76, PSD, 61.4961,735.8558,407.1229,3783697.7500,5078442.5000,1016309.6875
77, Mean, 0.1287,0.9371,0.0023,-4.6577,-4.1790,2.4137
77, Std, 0.1283,0.0255,0.3810,33.2651,37.6796,14.3150
77, RMS, 0.1818,0.9375,0.3810,33.5896,37.9106,14.5171
77, Min, -0.1439,0.8862,-0.5133,-56.8848,-54.9927,-19.3481
77, Max, 0.2865,0.9954,0.6991,52.8564,50.1099,26.3672
77, PSD, 68.8457,774.5036,289.9044,3021785.2500,3652632.7500,378956.6562
78, Mean, 0.1579,0.9261,0.0158,0.7272,1.7295,5.5137
78, Std, 0.0707,0.0235,0.3951,45.8310,41.4858,10.8811
78, RMS, 0.1730,0.9264,0.3954,45.8368,41.5219,12.1983
78, Min, 0.0022,0.8744,-0.5129,-66.7725,-60.4248,-14.5874
78, Max, 0.2688,0.9619,0.7102,69.1528,67.9932,23.8037
78, PSD, 8.7501,755.3821,401.5215,5115445.5000,4287603.0000,392204.4062
79, Mean, 0.1782,0.9135,-0.0815,-6.6280,-0.0939,2.2688
79, Std, 0.0776,0.0258,0.3650,54.0476,44.2117,15.0826
79, RMS, 0.1943,0.9139,0.3740,54.4525,44.2118,15.2523
79, Min, -0.0212,0.8529,-0.6665,-83.1299,-55.4199,-18.4326
79, Max, 0.3020,0.9604,0.6652,67.9321,64.4531,25.1465
79, PSD, 69.7929,737.8063,395.3263,6247320.5000,3705010.2500,416387.4687
80, Mean, 0.1601,0.9102,0.0763,13.4854,10.6397,8.1964
80, Std, 0.0458,0.0279,0.4260,47.9499,38.3423,6.7248
80, RMS, 0.1665,0.9107,0.4327,49.8101,39.7911,10.6020
80, Min, 0.0342,0.8557,-0.6029,-73.6084,-71.8384,-3.7231
80, Max, 0.2212,0.9664,0.8170,67.8711,50.8423,24.8413
80, PSD, 27.1258,765.2766,365.1475,6048437.5000,3491984.0000,264060.6250
81, Mean, 0.1241,0.9008,0.0371,-12.9414,-8.9369,2.2264
81, Std, 0.1021,0.0363,0.4816,47.9847,39.0129,15.1938
81, RMS, 0.1607,0.9015,0.4830,49.6992,40.0234,15.3561
81, Min, -0.0804,0.8118,-0.7098,-86.7920,-61.4624,-19.4092
81, Max, 0.2513,0.9537,0.7333,57.9224,55.2368,28.8086
81, PSD, 46.0030,728.6697,458.4466,6565435.0000,4187877.0000,362618.9062
82, Mean, 0.1545,0.9240,-0.0280,12.6300,9.5491,6.7558
82, Std, 0.0614,0.0290,0.4362,39.8847,44.3210,7.0436
82, RMS, 0.1663,0.9244,0.4371,41.8367,45.3380,9.7598
82, Min, 0.0015,0.8677,-0.6100,-59.2651,-72.8760,-6.0425
82, Max, 0.2349,0.9897,0.7037,63.9038,82.4585,22.3999
82, PSD, 36.1993,755.3727,327.8181,4317851.5000,5304722.0000,144069.3906
83, Mean, 0.1067,0.9312,0.0822,-4.1151,-6.9346,5.2252
83, Std, 0.0671,0.0409,0.4164,42.1546,45.3575,11.1398
83, RMS, 0.1261,0.9321,0.4245,42.3550,45.8846,12.3044
83, Min, -0.0464,0.8518,-0.5364,-59.5703,-74.5850,-12.6343
83, Max, 0.2465,1.0375,0.7913,65.1245,70.1294,31.1890
83, PSD, 23.9847,769.4695,361.0405,3818932.2500,5545347.5000,92676.4219
84, Mean, 0.1589,0.9299,0.0021,9.1786,12.0525,7.0615
84, Std, 0.0739,0.0242,0.3939,41.4000,39.5005,11.4956
84, RMS, 0.1753,0.9302,0.3939,42.4053,41.2983,13.4912
84, Min, 0.0106,0.8800,-0.5870,-69.7632,-57.1289,-16.2354
84, Max, 0.2599,0.9962,0.6049,61.2183,67.2607,27.0996
84, PSD, 39.2209,782.3230,259.5867,4195077.0000,4236108.0000,425412.2500
85, Mean, 0.1513,0.9091,0.0474,-10.0756,-7.5035,5.1031
85, Std, 0.0555,0.0233,0.4602,50.9459,37.6192,9.9252
85, RMS, 0.1612,0.9094,0.4626,51.9326,38.3603,11.1603
85, Min, 0.0332,0.8696,-0.6913,-86.0596,-56.3965,-7.6294
85, Max, 0.2152,0.9648,0.6982,70.4346,51.0864,26.0010
85, PSD, 19.6079,694.9475,432.5847,6881943.5000,3371796.5000,119994.5859
86, Mean, 0.1648,0.9041,-0.0963,-1.2436,0.3099,6.4473
86, Std, 0.0883,0.0243,0.4335,56.3820,48.6082,14.3459
86, RMS, 0.1870,0.9044,0.4441,56.3957,48.6092,15.7281
86, Min, -0.1191,0.8445,-0.7914,-79.7119,-61.5234,-14.7705
86, Max, 0.2852,0.9469,0.7737,81.5430,74.2798,30.8838
86, PSD, 56.4561,693.4743,555.7277,6776909.0000,5139540.0000,289687.8437
87, Mean, 0.1294,0.8834,0.0558,3.2945,0.4988,7.4878
87, Std, 0.1169,0.0534,0.5784,59.1985,61.6488,21.6254
87, RMS, 0.1744,0.8850,0.5811,59.2901,61.6508,22.8850
87, Min, -0.1409,0.7977,-0.9095,-95.4590,-94.2383,-25.8179
87, Max, 0.2888,1.0050,1.0000,83.5571,76.3550,39.9170
87, PSD, 60.1816,761.5973,743.8113,8261824.0000,9249671.0000,679786.6875
88, Mean, 0.1304,0.9320,0.0226,0.8907,-1.5683,4.0512
88, Std, 0.0858,0.0352,0.4217,46.6883,50.4670,11.0146
88, RMS, 0.1561,0.9327,0.4224,46.6968,50.4913,11.7360
88, Min, -0.0186,0.8684,-0.8069,-75.2563,-72.9370,-14.8926
88, Max, 0.2856,1.0006,0.6752,68.8477,76.9043,17.6392
88, PSD, 4.5783,756.4717,378.3888,3960707.7500,5516169.5000,272664.7500
89, Mean, 0.0828,0.9328,-0.0969,9.0652,12.1102,7.8959
89, Std, 0.1173,0.0302,0.4134,40.8898,37.0459,13.5454
89, RMS, 0.1436,0.9333,0.4246,41.8826,38.9751,15.6788
89, Min, -0.1692,0.8683,-0.6963,-67.8101,-55.7251,-20.8130
89, Max, 0.2062,0.9878,0.6205,52.3071,55.0537,28.6255
89, PSD, 31.3894,749.0640,330.1238,3328603.7500,3111953.7500,427121.7812
90, Mean, 0.1102,0.9016,0.0869,-5.2419,-1.5979,2.8191
90, Std, 0.1054,0.0168,0.4515,59.5444,46.4555,17.7869
90, RMS, 0.1526,0.9017,0.4598,59.7747,46.4830,18.0089
90, Min, -0.1008,0.8723,-0.8040,-101.5625,-62.1338,-21.6064
90, Max, 0.2715,0.9569,0.8270,70.9229,62.8662,29.0527
90, PSD, 8.3404,685.3136,498.7878,6046757.5000,4929731.5000,649094.4375
91, Mean, 0.1221,0.9200,-0.0471,3.0637,3.6612,4.7145
91, Std, 0.0996,0.0388,0.4339,49.6582,50.6505,18.3387
91, RMS, 0.1576,0.9208,0.4365,49.7526,50.7827,18.9350
91, Min, -0.1138,0.8411,-0.7566,-66.5283,-73.3643,-25.3906
91, Max, 0.2616,1.0062,0.7566,67.6270,61.8286,31.4941
91, PSD, 43.6150,769.8156,471.9634,5365007.5000,5254873.5000,546886.6250
92, Mean, 0.1378,0.8954,0.0546,-6.9027,-6.6776,3.2487
92, Std, 0.1418,0.0578,0.5737,51.9593,61.8737,20.1070
92, RMS, 0.1978,0.8972,0.5763,52.4158,62.2330,20.3677
92, Min, -0.1648,0.7867,-0.9341,-77.3315,-96.9849,-23.3765
92, Max, 0.3129,1.0358,0.9149,72.4487,81.6650,36.8652
92, PSD, 82.8916,725.4087,768.2925,6042728.5000,8225601.0000,1102890.6250
93, Mean, 0.1827,0.8755,-0.0369,-2.1901,-6.6023,1.7262
93, Std, 0.1584,0.0716,0.6509,62.8138,67.5934,25.0066
93, RMS, 0.2418,0.8784,0.6520,62.8520,67.9151,25.0661
93, Min, -0.1942,0.7743,-0.9854,-93.0176,-96.3135,-39.0015
93, Max, 0.4032,1.0702,1.1575,101.6235,96.1914,50.4150
93, PSD, 48.8904,618.1202,1022.1185,8996145.0000,10065647.0000,1470176.8750
94, Mean, 0.1272,0.9104,-0.0538,0.4792,0.7782,5.2080
94, Std, 0.1142,0.0569,0.5547,52.9165,51.7147,17.3505
94, RMS, 0.1710,0.9122,0.5573,52.9187,51.7205,18.1152
94, Min, -0.1440,0.8123,-0.7911,-86.1206,-78.4912,-22.8271
94, Max, 0.2992,1.0393,0.9329,71.3501,74.4019,29.1748
94, PSD, 19.5051,713.6709,654.5596,6602906.0000,6265953.5000,876240.3750
95, Mean, 0.1545,0.9077,-0.0955,4.1814,2.5926,5.2738
95, Std, 0.0737,0.0349,0.5073,52.6898,51.2880,11.4915
95, RMS, 0.1712,0.9084,0.5162,52.8554,51.3535,12.6439
95, Min, -0.0205,0.8406,-0.8214,-86.3037,-72.3877,-12.5732
95, Max, 0.2446,0.9771,0.7411,74.2188,74.3408,27.0996
95, PSD, 11.0985,734.4513,510.7672,6614533.0000,6314891.5000,381864.6875
96, Mean, 0.1424,0.9110,-0.0321,2.1682,2.4400,3.5844
96, Std, 0.0746,0.0471,0.5197,51.9049,59.1013,13.9761
96, RMS, 0.1608,0.9122,0.5206,51.9502,59.1516,14.4284
96, Min, -0.0134,0.8210,-0.8726,-86.4258,-83.3130,-23.4985
96, Max, 0.2528,1.0125,0.8000,77.8809,92.1631,27.4048
96, PSD, 8.2550,684.9471,610.3701,6205790.0000,8765222.0000,434203.8437
97, Mean, 0.1406,0.8953,-0.0494,8.3303,6.4640,5.1579
97, Std, 0.0781,0.0418,0.5522,60.8217,62.1369,15.1553
97, RMS, 0.1608,0.8962,0.5544,61.3895,62.4722,16.0090
97, Min, -0.0925,0.8180,-0.8862,-102.2949,-85.7544,-20.8130
97, Max, 0.2561,0.9886,1.1112,99.3652,90.0269,48.6450
97, PSD, 9.7867,659.7131,710.8350,7854957.5000,8654394.0000,387544.7812
98, Mean, 0.1314,0.9129,0.0419,7.1082,6.6528,7.3795
98, Std, 0.0632,0.0434,0.5264,52.0939,65.1981,14.6326
98, RMS, 0.1458,0.9139,0.5281,52.5767,65.5366,16.3882
98, Min, -0.0383,0.8169,-0.8163,-76.9043,-109.0698,-20.5688
98, Max, 0.2496,0.9962,1.0214,79.1016,88.5010,32.5928
98, PSD, 20.4802,694.5065,681.3223,5599756.5000,10173083.0000,246591.3906
99, Mean, 0.1244,0.9107,0.0179,-3.7384,-8.5750,5.0888
99, Std, 0.0463,0.0438,0.5064,52.5336,54.4578,11.5860
99, RMS, 0.1327,0.9118,0.5067,52.6664,55.1288,12.6543
99, Min, 0.0369,0.8228,-0.8306,-80.2002,-80.8716,-21.3623
99, Max, 0.2085,0.9993,0.7622,70.0073,72.9370,24.8413
99, PSD, 29.4679,762.3267,613.0191,6685134.0000,6500914.0000,269600.9687
100, Mean, 0.1445,0.9085,-0.1772,6.3047,14.1068,7.0734
100, Std, 0.0633,0.0540,0.5904,55.6565,69.9773,12.4829
100, RMS, 0.1578,0.9101,0.6164,56.0124,71.3850,14.3477
100, Min, 0.0322,0.8263,-0.9360,-87.7686,-97.4121,-16.2964
100, Max, 0.3251,1.0339,1.0636,99.5483,114.0137,34.0576
100, PSD, 7.5821,616.7559,674.8618,7184737.5000,10631427.0000,417785.3125
